Varia por patamar?      ,    0,Unidade ,     MW,     4,     1,  2037,
 185,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 186,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 187,   1,   1,     0.00000,     0.00000,     0.00000,    15.65805,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 188,   1,   1,     0.00000,     0.00000,     0.00000,   112.48576,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 189,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 190,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 191,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 192,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 193,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 194,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 195,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 196,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 197,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 198,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 199,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 200,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 201,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 202,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 203,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 204,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 205,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 206,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 207,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 208,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 209,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 210,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 211,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 212,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 213,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 214,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 215,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 216,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 217,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 218,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 219,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 220,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 221,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 222,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 223,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 224,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 225,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 226,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 227,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 228,   1,   1,   269.46002,  1398.00000,     0.00000,    45.41677,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 229,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 230,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 231,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 232,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 233,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 234,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 235,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 236,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 237,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 238,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 239,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 240,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 241,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 242,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 243,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 244,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 245,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 246,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 247,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 248,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 249,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 250,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 251,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 252,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 253,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 254,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 255,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 256,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 257,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 258,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 259,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 260,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 261,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 262,   1,   1,     0.00000,     0.00000,     0.00000,    43.21222,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 263,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 264,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 265,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 266,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 267,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 268,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 269,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 270,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 271,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 272,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 273,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 274,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 275,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 276,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 277,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 278,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 279,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 280,   1,   1,   269.46002,  1398.00000,     0.00000,    21.45219,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 281,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 282,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 283,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 284,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 285,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 286,   1,   1,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 287,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 288,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 289,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 290,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 291,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 292,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 293,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 294,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 295,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 296,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 297,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 298,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 299,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 300,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 301,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 302,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 303,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 304,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 305,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 306,   1,   1,   269.46002,  1398.00000,     0.00000,   142.81802,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 307,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 308,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 309,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 310,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 311,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 312,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 313,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 314,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 315,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 316,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 317,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 318,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 319,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 320,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 321,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 322,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 323,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 324,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 325,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 326,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 327,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 328,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 329,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 330,   1,   1,   269.46002,  1398.00000,     0.00000,     0.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 331,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 332,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 333,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 334,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 335,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 336,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 337,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 338,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 339,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 340,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 341,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 342,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 343,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 344,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 345,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 346,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 347,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 348,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 349,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 350,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 351,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 352,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 353,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 354,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 355,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 356,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 357,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 358,   1,   1,     0.00000,     0.00000,     0.00000,   150.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
 359,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   360.00000,     0.00000,     0.00000,     0.00000,     0.00000
 360,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 361,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 362,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 363,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 364,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 365,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 366,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 367,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 368,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 369,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
 370,   1,   1,   269.46002,  1398.00000,     0.00000,   150.00000,   662.46997,     0.00000,     0.00000,     0.00000,     0.00000
